3937-0,Phencyclidine,,,,,,,,,,,,,
39370-2,(Views) + (view^W manual stress),,,,,,,,,,,,,
39371-0,Views AP + lateral + oblique^W standing,,,,,,,,,,,,,
39372-8,Views + Mortise,,,,,,,,,,,,,
39373-6,Views + oblique,,,,,,,,,,,,,
39374-4,Views AP + lateral^W standing,,,,,,,,,,,,,
39375-1,Views AP + lateral + oblique^W standing,,,,,,,,,,,,,
39376-9,Views + oblique,,,,,,,,,,,,,
39377-7,Views + lateral crosstable,,,,,,,,,,,,,
39378-5,Views 2 + oblique,,,,,,,,,,,,,
39379-3,Views 2 + Sunrise,,,,,,,,,,,,,
39380-1,Views 2 + Sunrise + tunnel,,,,,,,,,,,,,
39381-9,Views 2 + tunnel,,,,,,,,,,,,,
39382-7,(Views 2) + (view tunnel^W standing),,,,,,,,,,,,,
39383-5,Views 3 + Sunrise,,,,,,,,,,,,,
39384-3,(Views 4) + (view AP^W standing),,,,,,,,,,,,,
39385-0,Views 4 + oblique,,,,,,,,,,,,,
39386-8,Views 4 + tunnel,,,,,,,,,,,,,
39387-6,Views 4 + Sunrise + tunnel,,,,,,,,,,,,,
3938-8,Phendimetrazine,,,,,,,,,,,,,
39388-4,Views AP + lateral + R-oblique + L-oblique,,,,,,,,,,,,,
39389-2,Views + tunnel,,,,,,,,,,,,,
393-9,Penicillin G,,,,,,,,,,,,,
39390-0,Views + oblique,,,,,,,,,,,,,
39391-8,Views + Sunrise,,,,,,,,,,,,,
39392-6,Views internal rotation + external rotation + axillary,,,,,,,,,,,,,
39393-4,Views 3 + axillary,,,,,,,,,,,,,
39394-2,Views 3 + Y,,,,,,,,,,,,,
39395-9,Views AP internal rotation + AP external rotation,,,,,,,,,,,,,
3939-6,Phendimetrazine,,,,,,,,,,,,,
39396-7,View AP internal rotation + West Point,,,,,,,,,,,,,
39397-5,Views AP internal rotation + AP external rotation + West Point,,,,,,,,,,,,,
39398-3,Views + oblique,,,,,,,,,,,,,
39399-1,Views 3 + carpal tunnel,,,,,,,,,,,,,
39400-7,Views + carpal tunnel,,,,,,,,,,,,,
39401-5,Views AP + Grashey + axillary,,,,,,,,,,,,,
39402-3,Views AP internal rotation + AP external rotation,,,,,,,,,,,,,
39403-1,Views axillary + transcapular,,,,,,,,,,,,,
3940-4,Phendimetrazine,,,,,,,,,,,,,
39404-9,Views 3 + submentovertex,,,,,,,,,,,,,
39405-6,Views lateral + R-oblique + L-oblique,,,,,,,,,,,,,
39406-4,Views lateral + R-anterior oblique,,,,,,,,,,,,,
39407-2,Views 5 + oblique,,,,,,,,,,,,,
39408-0,Multisection AP,,,,,,,,,,,,,
39409-8,Multisection lateral,,,,,,,,,,,,,
39410-6,View AP^W L-bending,,,,,,,,,,,,,
39411-4,View AP^W R-bending,,,,,,,,,,,,,
3941-2,Phendimetrazine,,,,,,,,,,,,,
39412-2,Views + Swimmers,,,,,,,,,,,,,
39413-0,Views 4 + oblique,,,,,,,,,,,,,
39414-8,Views + oblique,,,,,,,,,,,,,
39415-5,Multisection,,,,,,,,,,,,,
39416-3,Multisection,,,,,,,,,,,,,
39417-1,Multisection,,,,,,,,,,,,,
39418-9,Multisection,,,,,,,,,,,,,
39419-7,Multisection,,,,,,,,,,,,,
3942-0,Pheniramine,,,,,,,,,,,,,
39420-5,Multisection,,,,,,,,,,,,,
39421-3,Multisection,,,,,,,,,,,,,
39422-1,Multisection,,,,,,,,,,,,,
39423-9,Multisection,,,,,,,,,,,,,
39424-7,Multisection limited,,,,,,,,,,,,,
39425-4,Multisection,,,,,,,,,,,,,
39426-2,Multisection,,,,,,,,,,,,,
39427-0,Multisection,,,,,,,,,,,,,
39428-8,Multisection,,,,,,,,,,,,,
39429-6,Multisection,,,,,,,,,,,,,
39430-4,Multisection limited,,,,,,,,,,,,,
39431-2,Multisection,,,,,,,,,,,,,
39432-0,Multisection,,,,,,,,,,,,,
39433-8,Multisection,,,,,,,,,,,,,
39434-6,Multisection,,,,,,,,,,,,,
39435-3,Multisection,,,,,,,,,,,,,
39436-1,Multisection limited,,,,,,,,,,,,,
39437-9,Multisection,,,,,,,,,,,,,
3943-8,Phenmetrazine,,,,,,,,,,,,,
39438-7,Multisection,,,,,,,,,,,,,
39439-5,Multisection,,,,,,,,,,,,,
39440-3,Multisection,,,,,,,,,,,,,
39441-1,Multisection limited,,,,,,,,,,,,,
39442-9,Multisection,,,,,,,,,,,,,
39443-7,Multisection,,,,,,,,,,,,,
39444-5,Multisection,,,,,,,,,,,,,
39445-2,Multisection,,,,,,,,,,,,,
3944-6,Phenmetrazine,,,,,,,,,,,,,
39446-0,Multisection,,,,,,,,,,,,,
39447-8,Multisection,,,,,,,,,,,,,
39448-6,Multisection,,,,,,,,,,,,,
39449-4,Multisection,,,,,,,,,,,,,
39450-2,Multisection^W contrast PO,,,,,,,,,,,,,
39451-0,Guidance for drainage of abscess+placement of drainage catheter,,,,,,,,,,,,,
39452-8,Guidance for percutaneous aspiration of fluid,,,,,,,,,,,,,
3945-3,Phenmetrazine,,,,,,,,,,,,,
39453-6,Multisection,,,,,,,,,,,,,
39454-4,Multisection for transplanted liver,,,,,,,,,,,,,
39455-1,9-Hydroxyrisperidone,,,,,,,,,,,,,
39456-9,Acetaminophen,,,,,,,,,,,,,
39457-7,Beta aminobutyrate,,,,,,,,,,,,,
39458-5,Beta-2-Microglobulin,,,,,,,,,,,,,
39459-3,Bicarbonate^^standard,,,,,,,,,,,,,
39460-1,Bicarbonate^^standard,,,,,,,,,,,,,
3946-1,Phenmetrazine,,,,,,,,,,,,,
39461-9,Bilirubin,,,,,,,,,,,,,
39462-7,Bilirubin.glucuronidated,,,,,,,,,,,,,
39463-5,Bilirubin.non-glucuronidated,,,,,,,,,,,,,
39464-3,Carbon dioxide,,,,,,,,,,,,,
39465-0,Carbon dioxide,,,,,,,,,,,,,
39466-8,Carbon dioxide,,,,,,,,,,,,,
39467-6,Chloride,,,,,,,,,,,,,
39468-4,Cholesterol,,,,,,,,,,,,,
39469-2,Cholesterol.in LDL,,,,,,,,,,,,,
394-7,Penicillin G,,,,,,,,,,,,,
39470-0,Prochlorperazine,,,,,,,,,,,,,
39471-8,Creatinine,,,,,,,,,,,,,
39472-6,Creatinine,,,,,,,,,,,,,
39473-4,Creatinine,,,,,,,,,,,,,
39474-2,Creatinine,,,,,,,,,,,,,
39475-9,dimenhyDRINATE,,,,,,,,,,,,,
39476-7,diphenhydrAMINE,,,,,,,,,,,,,
39477-5,fluPHENAZine,,,,,,,,,,,,,
39478-3,Glucose,,,,,,,,,,,,,
3947-9,PHENobarbital,,,,,,,,,,,,,
39479-1,Glucose,,,,,,,,,,,,,
39480-9,Glucose,,,,,,,,,,,,,
39481-7,Glucose,,,,,,,,,,,,,
39482-5,Trimeprazine,,,,,,,,,,,,,
39483-3,Normethsuximide,,,,,,,,,,,,,
39484-1,OLANZapine,,,,,,,,,,,,,
39485-8,pH^^adjusted to patient's actual temperature,,,,,,,,,,,,,
39486-6,pH^^adjusted to patient's actual temperature,,,,,,,,,,,,,
3948-7,PHENobarbital,,,,,,,,,,,,,
39487-4,PHENobarbital,,,,,,,,,,,,,
39488-2,Phensuximide,,,,,,,,,,,,,
39489-0,Views,,,,,,,,,,,,,
39490-8,Views for leg length,,,,,,,,,,,,,
39491-6,Views,,,,,,,,,,,,,
39492-4,Views,,,,,,,,,,,,,
39493-2,Views,,,,,,,,,,,,,
39494-0,Multisection,,,,,,,,,,,,,
3949-5,PHENobarbital,,,,,,,,,,,,,
39495-7,Multisection,,,,,,,,,,,,,
39496-5,Multisection,,,,,,,,,,,,,
39497-3,Multisection,,,,,,,,,,,,,
39498-1,Multisection,,,,,,,,,,,,,
39499-9,Multisection,,,,,,,,,,,,,
39500-4,Multisection,,,,,,,,,,,,,
39501-2,Multisection,,,,,,,,,,,,,
39502-0,Multisection,,,,,,,,,,,,,
3950-3,PHENobarbital,,,,,,,,,,,,,
39503-8,Multisection,,,,,,,,,,,,,
39504-6,Multisection,,,,,,,,,,,,,
39505-3,Multisection,,,,,,,,,,,,,
39506-1,Multisection,,,,,,,,,,,,,
39507-9,Multisection,,,,,,,,,,,,,
39508-7,Multisection,,,,,,,,,,,,,
39509-5,Multisection for transplanted pancreas,,,,,,,,,,,,,
39510-3,Views^W contrast intra lymphatic,,,,,,,,,,,,,
3951-1,PHENobarbital.free,,,,,,,,,,,,,
39511-1,Views + oblique,,,,,,,,,,,,,
39512-9,Views AP + Danelius Miller,,,,,,,,,,,,,
39513-7,Views + Danelius Miller,,,,,,,,,,,,,
39514-5,View Danelius Miller,,,,,,,,,,,,,
39515-2,Views lateral^W flexion + W extension,,,,,,,,,,,,,
39516-0,View Stryker Notch,,,,,,,,,,,,,
39517-8,Views Stryker Notch + West Point,,,,,,,,,,,,,
39518-6,Views survey limited,,,,,,,,,,,,,
39519-4,Views PA + R-lateral + L-lateral,,,,,,,,,,,,,
39520-2,Views PA + R-lateral + L-lateral + Towne,,,,,,,,,,,,,
39521-0,Views PA + R-lateral + L-lateral + Caldwell + Towne,,,,,,,,,,,,,
39522-8,Guidance for percutaneous biopsy,,,,,,,,,,,,,
39523-6,Multisection,,,,,,,,,,,,,
39524-4,Multisection limited,,,,,,,,,,,,,
39525-1,Multisection,,,,,,,,,,,,,
39526-9,Multisection limited,,,,,,,,,,,,,
39527-7,Multisection for foreign body,,,,,,,,,,,,,
39528-5,Adenovirus DNA,,,,,,,,,,,,,
3952-9,Phenothiazines,,,,,,,,,,,,,
39529-3,Acetone,,,,,,,,,,,,,
39530-1,Isopropanol,,,,,,,,,,,,,
39531-9,Acetaldehyde,,,,,,,,,,,,,
39532-7,Inhibin B,,,,,,,,,,,,,
39533-5,Deoxyhemoglobin,,,,,,,,,,,,,
39534-3,Cryptosporidium sp Ag,,,,,,,,,,,,,
39535-0,Hepatitis B virus surface Ab,,,,,,,,,,,,,
39536-8,Influenza virus A Ab,,,,,,,,,,,,,
3953-7,Phenothiazines,,,,,,,,,,,,,
39537-6,Influenza virus B Ab,,,,,,,,,,,,,
39538-4,Finch droppings Ab.IgG,,,,,,,,,,,,,
39539-2,Cockatiel droppings Ab.IgG,,,,,,,,,,,,,
395-4,Penicillin V,,,,,,,,,,,,,
39540-0,Uranium/Creatinine,,,,,,,,,,,,,
39541-8,Legionella sp Ag,,,,,,,,,,,,,
39542-6,Prunus dulcis Ab.IgE/IgE.total,,,,,,,,,,,,,
39543-4,Corylus avellana Ab.IgE/IgE.total,,,,,,,,,,,,,
39544-2,Dolichovespula arenaria Ab.IgE/IgE.total,,,,,,,,,,,,,
3954-5,Phenothiazines,,,,,,,,,,,,,
39545-9,Cancer pagurus Ab.IgE/IgE.total,,,,,,,,,,,,,
39546-7,Homarus gammarus Ab.IgE/IgE.total,,,,,,,,,,,,,
39547-5,Thunnus albacares Ab.IgE/IgE.total,,,,,,,,,,,,,
39548-3,Salmo salar Ab.IgE/IgE.total,,,,,,,,,,,,,
39549-1,Helix aspersa Ab.IgE/IgE.total,,,,,,,,,,,,,
39550-9,Horse dander Ab.IgE/IgE.total,,,,,,,,,,,,,
39551-7,Cow dander Ab.IgE/IgE.total,,,,,,,,,,,,,
3955-2,Phensuximide,,,,,,,,,,,,,
39552-5,Lamb Ab.IgE/IgE.total,,,,,,,,,,,,,
39553-3,Penicillin V Ab.IgE/IgE.total,,,,,,,,,,,,,
39554-1,Endomysium Ab.IgG,,,,,,,,,,,,,
39555-8,West Nile virus Ab,,,,,,,,,,,,,
39556-6,Coagulation factor X inhibitor,,,,,,,,,,,,,
39557-4,Neisseria gonorrhoeae rRNA,,,,,,,,,,,,,
39558-2,West Nile virus Ab,,,,,,,,,,,,,
39559-0,Legionella sp Ab.IgM,,,,,,,,,,,,,
3956-0,Phentermine,,,,,,,,,,,,,
39560-8,Sulfate.inorganic,,,,,,,,,,,,,
39561-6,Glucose^1st specimen post dose lactose,,,,,,,,,,,,,
39562-4,Glucose^2nd specimen post dose lactose,,,,,,,,,,,,,
39563-2,Glucose^3rd specimen post dose lactose,,,,,,,,,,,,,
39564-0,Corticotropin^1st specimen post XXX challenge,,,,,,,,,,,,,
39565-7,Complement C4d,,,,,,,,,,,,,
39566-5,Pregnanetriol/Creatinine,,,,,,,,,,,,,
39567-3,TOLAZamide,,,,,,,,,,,,,
39568-1,TOLBUTamide,,,,,,,,,,,,,
39569-9,Trichoderma viride Ab,,,,,,,,,,,,,
39570-7,Alternaria sp Ab.IgG,,,,,,,,,,,,,
39571-5,Herpes simplex virus 1+2 Ab.IgM,,,,,,,,,,,,,
39572-3,West Nile virus Ab.IgG,,,,,,,,,,,,,
39573-1,West Nile virus Ab.IgM,,,,,,,,,,,,,
39574-9,Hexacarboxylporphyrin,,,,,,,,,,,,,
39575-6,Fungus.microscopic observation,,,,,,,,,,,,,
39576-4,Sulfate,,,,,,,,,,,,,
39577-2,Leishmania sp Ab.IgM,,,,,,,,,,,,,
3957-8,Phentermine,,,,,,,,,,,,,
39578-0,Alternaria alternata Ab,,,,,,,,,,,,,
39579-8,Penicillium notatum Ab,,,,,,,,,,,,,
39580-6,Phoma herbarum Ab,,,,,,,,,,,,,
39581-4,Rubella virus Ab,,,,,,,,,,,,,
39582-2,Amino beta guanidinopropionate/Creatinine,,,,,,,,,,,,,
39583-0,Mercury,,,,,,,,,,,,,
39584-8,Mercury,,,,,,,,,,,,,
39585-5,Tritium,,,,,,,,,,,,,
3958-6,Phentermine,,,,,,,,,,,,,
39586-3,Disialylganglioside GD1b Ab,,,,,,,,,,,,,
39587-1,Neutrophil Ab,,,,,,,,,,,,,
39588-9,Histoplasma capsulatum Ab.IgG,,,,,,,,,,,,,
39589-7,HTLV I p19 Ab,,,,,,,,,,,,,
39590-5,HTLV I+II p19 Ab,,,,,,,,,,,,,
39591-3,PARoxetine,,,,,,,,,,,,,
39592-1,Bertholletia excelsa Ab.IgE/IgE.total,,,,,,,,,,,,,
39593-9,Cocos nucifera Ab.IgE/IgE.total,,,,,,,,,,,,,
3959-4,Phentermine,,,,,,,,,,,,,
39594-7,Carya illinoinensis nut Ab.IgE/IgE.total,,,,,,,,,,,,,
39595-4,Hippoglossus hippoglossus Ab.IgE/IgE.total,,,,,,,,,,,,,
39596-2,Mytilus edulis Ab.IgE/IgE.total,,,,,,,,,,,,,
39597-0,Cucurbita pepo Ab.IgE/IgE.total,,,,,,,,,,,,,
39598-8,Curvularia lunata Ab.IgE/IgE.total,,,,,,,,,,,,,
39599-6,Epicoccum purpurascens Ab.IgE/IgE.total,,,,,,,,,,,,,
39600-2,Fusarium moniliforme Ab.IgE/IgE.total,,,,,,,,,,,,,
39601-0,Stemphylium botryosum Ab.IgE/IgE.total,,,,,,,,,,,,,
3960-2,Phenylbutazone,,,,,,,,,,,,,
39602-8,Hamster epithelium Ab.IgE/IgE.total,,,,,,,,,,,,,
39603-6,Guinea pig epithelium Ab.IgE/IgE.total,,,,,,,,,,,,,
39604-4,Artemisia vulgaris Ab.IgE/IgE.total,,,,,,,,,,,,,
39605-1,Goose feather Ab.IgE/IgE.total,,,,,,,,,,,,,
39606-9,Rabbit epithelium Ab.IgE/IgE.total,,,,,,,,,,,,,
39607-7,Spermatozoa.motile,,,,,,,,,,,,,
39608-5,Spermatozoa.immotile,,,,,,,,,,,,,
39609-3,Vaccinium myrtillus Ab.IgE/IgE.total,,,,,,,,,,,,,
3961-0,Phenylbutazone,,,,,,,,,,,,,
39610-1,Neisseria meningitidis serogroup w135 Ab,,,,,,,,,,,,,
39611-9,Silicone Ab.IgG,,,,,,,,,,,,,
39612-7,Silicone Ab.IgA,,,,,,,,,,,,,
39613-5,Silicone Ab.IgM,,,,,,,,,,,,,
39614-3,Silicone Ab.IgE,,,,,,,,,,,,,
39615-0,Benzoylcarnitine (BzCn),,,,,,,,,,,,,
39616-8,Palmitoylcarnitine,,,,,,,,,,,,,
39617-6,3-Hydroxypalmitoylcarnitine,,,,,,,,,,,,,
39618-4,Neisseria meningitidis serogroup Y Ab,,,,,,,,,,,,,
39619-2,Views^W radionuclide IV,,,,,,,,,,,,,
396-2,Penicillin V,,,,,,,,,,,,,
39620-0,Guidance limited for localization of abscess^W radionuclide IV,,,,,,,,,,,,,
39621-8,Guidance for localization of abscess^W radionuclide IV,,,,,,,,,,,,,
39622-6,Guidance for localization of abscess^W radionuclide IV,,,,,,,,,,,,,
39623-4,Guidance for localization of abscess^W radionuclide IV,,,,,,,,,,,,,
39624-2,Views^W I-131 NP59 IV,,,,,,,,,,,,,
39625-9,Views^W Tc-99m DTPA IA,,,,,,,,,,,,,
39626-7,Views^W radionuclide IV,,,,,,,,,,,,,
39627-5,Views limited^W radionuclide IV,,,,,,,,,,,,,
3962-8,Phenylephrine,,,,,,,,,,,,,
39628-3,Multisection for Meckel's diverticulum^W radionuclide IV,,,,,,,,,,,,,
39629-1,Views for Meckel's diverticulum^W radionuclide IV,,,,,,,,,,,,,
39630-9,Views^W Tc-99m HMPAO IV,,,,,,,,,,,,,
39631-7,Multisection^W Tc-99m HMPAO IV,,,,,,,,,,,,,
39632-5,Multisection^W radionuclide IV,,,,,,,,,,,,,
39633-3,Views static^W radionuclide IV,,,,,,,,,,,,,
39634-1,Views limited^W radionuclide IV,,,,,,,,,,,,,
39635-8,Views^W Tl-201 IV,,,,,,,,,,,,,
3963-6,Phenylpropanolamine,,,,,,,,,,,,,
39636-6,Views for blood flow^W radionuclide IV,,,,,,,,,,,,,
39637-4,Multisection for blood flow^W radionuclide IV,,,,,,,,,,,,,
39638-2,Multisection^W I-123 IV,,,,,,,,,,,,,
39639-0,Multisection^W Tl-201 IV,,,,,,,,,,,,,
39640-8,Multisection^W Tc-99m DTPA IV,,,,,,,,,,,,,
39641-6,Multisection^W Tc-99m glucoheptonate IV,,,,,,,,,,,,,
39642-4,Views^W Tc-99m glucoheptonate IV,,,,,,,,,,,,,
39643-2,Views^W radionuclide IV,,,,,,,,,,,,,
3964-4,Phenylpropanolamine,,,,,,,,,,,,,
39644-0,Multisection^W radionuclide IV,,,,,,,,,,,,,
39645-7,Views limited^W radionuclide IV,,,,,,,,,,,,,
39646-5,Views^W radionuclide IV,,,,,,,,,,,,,
39647-3,Multisection^W Tc-99m Tetrofosmin IV,,,,,,,,,,,,,
39648-1,Multisection^W dipyridamole IV+W radionuclide IV,,,,,,,,,,,,,
39649-9,Multisection^W radionuclide IV,,,,,,,,,,,,,
39650-7,Views^W radionuclide IV,,,,,,,,,,,,,
3965-1,Phenylpropanolamine,,,,,,,,,,,,,
39651-5,Views^W adenosine+W Tl-201 IV,,,,,,,,,,,,,
39652-3,Views^W DOBUTamine+W Tl-201 IV,,,,,,,,,,,,,
39653-1,Views for infarct^W radionuclide IV,,,,,,,,,,,,,
39654-9,Multisection for infarct^W Tc-99m PYP IV,,,,,,,,,,,,,
39655-6,Multisection for infarct^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39656-4,Multisection for infarct^W radionuclide IV,,,,,,,,,,,,,
39657-2,Views for infarct^W Tc-99m PYP IV,,,,,,,,,,,,,
39658-0,Multisection^at rest+W radionuclide IV,,,,,,,,,,,,,
39659-8,Views^at rest & W 201 TI IV,,,,,,,,,,,,,
39660-6,Views^at rest+W dipyridamole IV+W radionuclide IV,,,,,,,,,,,,,
39661-4,Views^at rest+W DOBUTamine+W radionuclide IV,,,,,,,,,,,,,
39662-2,Multisection^at rest+W stress+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39663-0,Views^at rest+W stress+W radionuclide IV,,,,,,,,,,,,,
39664-8,Views for shunt detection^W Tc-99m MAA IV,,,,,,,,,,,,,
39665-5,Views for shunt detection^W radionuclide IV,,,,,,,,,,,,,
39666-3,Views^W stress+W 201 TH IV,,,,,,,,,,,,,
39667-1,Views^W stress+W radionuclide IV,,,,,,,,,,,,,
39668-9,Multisection^W stress+W radionuclide IV,,,,,,,,,,,,,
3966-9,Phenylpropanolamine,,,,,,,,,,,,,
39669-7,Views^W Tc-99m Arcitumomab IV,,,,,,,,,,,,,
39670-5,Views^W radionuclide intra lacrimal duct,,,,,,,,,,,,,
39671-3,Views^W radionuclide PO,,,,,,,,,,,,,
39672-1,Views for motility^W radionuclide PO,,,,,,,,,,,,,
39673-9,Views for reflux^W radionuclide PO,,,,,,,,,,,,,
39674-7,Views^W Tc-99m DISIDA IV,,,,,,,,,,,,,
39675-4,Multisection for infection^W Ga-67 IV,,,,,,,,,,,,,
39676-2,Views static for infection^W Ga-67 IV,,,,,,,,,,,,,
3967-7,Phenytoin,,,,,,,,,,,,,
39677-0,Views for infection^W Ga-67 IV,,,,,,,,,,,,,
39678-8,Multisection for tumor^W Ga-67 IV,,,,,,,,,,,,,
39679-6,Views for tumor^W Ga-67 IV,,,,,,,,,,,,,
39680-4,Multisection^W Ga-67 IV,,,,,,,,,,,,,
39681-2,Multisection limited^W Ga-67 IV,,,,,,,,,,,,,
39682-0,Multisection^W Ga-67 IV,,,,,,,,,,,,,
39683-8,Views^W Ga-67 IV,,,,,,,,,,,,,
39684-6,Multisection for abscess^W Ga-67 IV,,,,,,,,,,,,,
3968-5,Phenytoin,,,,,,,,,,,,,
39685-3,Views for abscess^W Ga-67 IV,,,,,,,,,,,,,
39686-1,Views for lymphoma^W Ga-67 IV,,,,,,,,,,,,,
39687-9,Views limited^W Ga-67 IV,,,,,,,,,,,,,
39688-7,Views^W Ga-67 IV,,,,,,,,,,,,,
39689-5,Views^W Tc-99m SC IV,,,,,,,,,,,,,
39690-3,Views^W Tc-99m tagged RBC IV,,,,,,,,,,,,,
39691-1,Multisection^W Tc-99m tagged RBC IV,,,,,,,,,,,,,
39692-9,Multisection^W radionuclide IV,,,,,,,,,,,,,
3969-3,Phenytoin.free,,,,,,,,,,,,,
39693-7,Views^W radionuclide IV,,,,,,,,,,,,,
39694-5,Views for transplanted liver^W radionuclide IV,,,,,,,,,,,,,
39695-2,Views limited^W radionuclide IV,,,,,,,,,,,,,
39696-0,Views^W depreotide+W radionuclide IV,,,,,,,,,,,,,
39697-8,Views perfusion^W radionuclide IV,,,,,,,,,,,,,
39698-6,Views^W I-131 MIBG IV,,,,,,,,,,,,,
39699-4,Views perfusion^at rest+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
397-0,Penicillin V,,,,,,,,,,,,,
39700-0,Multisection perfusion^W adenosine+W radionuclide IV,,,,,,,,,,,,,
3970-1,Pholedrine,,,,,,,,,,,,,
39701-8,Views perfusion^W adenosine+W radionuclide IV,,,,,,,,,,,,,
39702-6,Views perfusion^W DOBUTamine+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39703-4,Views perfusion^W DOBUTamine+W radionuclide IV,,,,,,,,,,,,,
39704-2,Views perfusion^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39705-9,Views perfusion^W dipyridamole IV+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39706-7,Views perfusion^W dipyridamole & W 99m Tc mibi IV,,,,,,,,,,,,,
39707-5,Views perfusion^W dipyridamole IV+W Tl-201 IV,,,,,,,,,,,,,
39708-3,Views perfusion^W dipyridamole IV+W radionuclide IV,,,,,,,,,,,,,
39709-1,Views perfusion^W dipyridamole IV+W Tc-99m IV,,,,,,,,,,,,,
39710-9,Multisection perfusion^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39711-7,Multisection perfusion^W Tl-201 IV,,,,,,,,,,,,,
39712-5,Multisection perfusion^W radionuclide IV,,,,,,,,,,,,,
39713-3,Views perfusion^W Tl-201 IV+W Tc-99m Tetrofosmin IV,,,,,,,,,,,,,
39714-1,Views perfusion^W Tl-201 IV,,,,,,,,,,,,,
39715-8,Views perfusion^W stress+W Tl-201 IV,,,,,,,,,,,,,
39716-6,Views perfusion^W radionuclide IV,,,,,,,,,,,,,
39717-4,Views perfusion^at rest & W 99m Tc mibi IV,,,,,,,,,,,,,
39718-2,Multisection perfusion^at rest+W radionuclide IV,,,,,,,,,,,,,
3971-9,Pindolol,,,,,,,,,,,,,
39719-0,Views perfusion^at rest+W adenosine+W radionuclide IV,,,,,,,,,,,,,
39720-8,Views perfusion^at rest+W dipyridamole IV+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39721-6,Views perfusion^at rest & W stress & W 99m Tc Sestamibi IV,,,,,,,,,,,,,
39722-4,Views perfusion^at rest+W dipyridamole IV+W radionuclide IV,,,,,,,,,,,,,
39723-2,Multisection perfusion^at rest+W stress+W Tl-201 IV,,,,,,,,,,,,,
39724-0,Multisection perfusion^at rest+W stress+W radionuclide IV,,,,,,,,,,,,,
39725-7,Multisection perfusion^at rest+W adenosine+W Tl-201 IV,,,,,,,,,,,,,
39726-5,Views perfusion^at rest+W stress+W radionuclide IV,,,,,,,,,,,,,
3972-7,Piperacillin,,,,,,,,,,,,,
39727-3,Views perfusion^at rest+W stress+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39728-1,Views perfusion^at rest+W radionuclide IV,,,,,,,,,,,,,
39729-9,Multisection perfusion^at rest+W Tl-201 IV,,,,,,,,,,,,,
39730-7,Views perfusion^W stress+W radionuclide IV,,,,,,,,,,,,,
39731-5,Views perfusion^W adenosine+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39732-3,Views perfusion^W stress+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39733-1,Views perfusion^W DOBUTamine+W Tl-201 IV,,,,,,,,,,,,,
39734-9,Multisection perfusion^W stress+W radionuclide IV,,,,,,,,,,,,,
3973-5,Pipradrol,,,,,,,,,,,,,
39735-6,Views perfusion^W adenosine+W Tl-201 IV,,,,,,,,,,,,,
39736-4,Multisection perfusion^W stress+W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39737-2,Views^W radionuclide IV,,,,,,,,,,,,,
39738-0,Views^W In-111 Satumomab IV,,,,,,,,,,,,,
39739-8,Views^W radionuclide IV,,,,,,,,,,,,,
39740-6,Multisection^W radionuclide IV,,,,,,,,,,,,,
39741-4,Views delayed^W radionuclide IV,,,,,,,,,,,,,
39742-2,Views^W radionuclide IV,,,,,,,,,,,,,
3974-3,Pipradrol,,,,,,,,,,,,,
39743-0,Multisection^W Tc-99m capromab pendatide IV,,,,,,,,,,,,,
39744-8,Views^W Tc-99m capromab pendatide IV,,,,,,,,,,,,,
39745-5,Views^W Tc-99m DTPA IV,,,,,,,,,,,,,
39746-3,Views^W Tc-99m Mertiatide IV,,,,,,,,,,,,,
39747-1,Views^W radionuclide IV,,,,,,,,,,,,,
39748-9,Multisection for tumor^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39749-7,Views for tumor^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
3975-0,Pipradrol,,,,,,,,,,,,,
39750-5,Views for tumor^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39751-3,Views^W radionuclide IV,,,,,,,,,,,,,
39752-1,Views^W radionuclide tagged heat damaged RBC IV,,,,,,,,,,,,,
39753-9,Views^W Tc-99m DTPA IV,,,,,,,,,,,,,
39754-7,Views limited^W I-131 IV,,,,,,,,,,,,,
39755-4,Multisection^W I-131 IV,,,,,,,,,,,,,
39756-2,Views^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39757-0,Views^W Tc-99m IV,,,,,,,,,,,,,
39758-8,Guidance for localization of tumor^W radionuclide IV,,,,,,,,,,,,,
39759-6,Guidance limited for localization of tumor^W radionuclide IV,,,,,,,,,,,,,
39760-4,Guidance limited for localization of tumor^W radionuclide IV,,,,,,,,,,,,,
39761-2,Guidance limited for localization of tumor^W Tc-99m Sestamibi IV,,,,,,,,,,,,,
39762-0,Guidance for localization of tumor^W radionuclide IV,,,,,,,,,,,,,
39763-8,Guidance for localization of tumor^W radionuclide IV,,,,,,,,,,,,,
39764-6,Views^W Tc-99m SC IV,,,,,,,,,,,,,
